condition,drugName,avg_rating,review_count
Urinary Tract Infection,Hyoscyamine / methenamine / methylene blue / phenyl salicylate / sodium biphosphate,5.33,9
Pain,Vistaril,5.33,6
Epilepsy,Epitol,5.33,3
Prevention of Hypokalemia,Klor-Con,5.33,3
Cervical Dystonia,Baclofen,5.33,6
Ulcerative Colitis,Asacol,5.33,6
Overactive Bladde,VESIcare,5.33,51
Post Traumatic Stress Disorde,Fluvoxamine,5.33,3
Anxiety,Prochlorperazine,5.33,6
Breast Cance,Capecitabine,5.33,3
Obsessive Compulsive Disorde,Zyprexa,5.33,3
Urticaria,Diphenhydramine,5.33,3
Urticaria,Loratadine,5.33,6
Schizophrenia,Zyprexa Zydis,5.33,3
Vertig,Promethazine,5.33,3
Keratosis,Solaraze,5.33,3
0</span> users found this comment helpful.,Microgestin Fe 1 / 20,5.33,3
Major Depressive Disorde,Viibryd,5.33,76
Birth Control,Norethindrone,5.33,338
Abnormal Uterine Bleeding,Levonorgestrel,5.32,276
Dental Abscess,Amoxicillin,5.31,16
Atrial Fibrillation,Xarelto,5.31,13
Pain,Tylenol with Codeine #3,5.31,59
ADHD,Quillivant XR,5.3,10
Chronic Pain,Xtampza ER,5.3,10
Urinary Tract Infection,Ciprofloxacin,5.29,160
Bronchitis,Cipro,5.29,7
Urinary Tract Infection,Levofloxacin,5.28,25
Breast Cance,Aromasin,5.27,11
Clostridial Infection,Metronidazole,5.26,19
Tonsillitis/Pharyngitis,Phenol,5.25,4
Lactation Augmentation,Reglan,5.25,4
Birth Control,Depo-Provera Contraceptive,5.25,4
Upper Respiratory Tract Infection,Azithromycin Dose Pack,5.25,4
3</span> users found this comment helpful.,LoSeasonique,5.25,4
Hypoactive Sexual Desire Disorde,Flibanserin,5.25,4
Pulmonary Hypertension,Tadalafil,5.25,4
Myasthenia Gravis,Mestinon,5.25,4
Pancreatic Exocrine Dysfunction,Pancrelipase,5.25,4
Sinusitis,Amoxicillin / clavulanate,5.24,122
"Diabetes, Type 1",Insulin degludec,5.24,17
Major Depressive Disorde,Desvenlafaxine,5.23,26
Abnormal Uterine Bleeding,Mirena,5.22,254
Otitis Media,Amoxicillin,5.2,5
Overactive Bladde,OnabotulinumtoxinA,5.2,65
Bacterial Infection,Cleocin,5.2,5
0</span> users found this comment helpful.,Sprintec,5.2,5
Birth Control,Sharobel,5.2,10
Asperger Syndrome,Risperidone,5.2,5
Erectile Dysfunction,Muse,5.2,15
Epilepsy,Lamictal,5.2,5
HIV Infection,Efavirenz,5.2,5
"Glaucoma, Open Angle",Latanoprost,5.2,10
"COPD, Maintenance",Fluticasone / vilanterol,5.2,5
Birth Control,Camrese,5.19,57
Benign Prostatic Hyperplasia,Flomax,5.19,63
GERD,Metoclopramide,5.18,11
Insomnia,Zaleplon,5.18,55
High Cholesterol,Niaspan,5.18,17
Birth Control,Nora-Be,5.17,52
Overactive Bladde,Mirabegron,5.17,76
Neuralgia,Baclofen,5.17,6
Pain,Pentazocine,5.17,6
Lactose Intolerance,Lactaid,5.17,6
Headache,Acetaminophen / diphenhydramine,5.17,6
High Cholesterol,Lipitor,5.17,30
Otitis Media,Sulfamethoxazole / trimethoprim,5.17,6
Hyperlipoproteinemia,Fenofibrate,5.17,6
Bowel Preparation,Polyethylene glycol 3350,5.17,6
High Blood Pressure,Lisinopril,5.16,264
Nasal Congestion,Oxymetazoline,5.16,58
Alzheimer's Disease,Aricept,5.15,13
1</span> users found this comment helpful.,Depo-Provera,5.14,7
Benign Prostatic Hyperplasia,Finasteride,5.14,21
Birth Control,Tri-Estarylla,5.14,7
High Cholesterol,Repatha,5.14,22
Chronic Pain,Embeda,5.13,15
Major Depressive Disorde,Vilazodone,5.13,78
Alzheimer's Disease,Donepezil,5.12,24
Insomnia,Unisom SleepGels,5.12,8
Pain,Lidocaine,5.12,68
Chronic Pain,Ultram,5.11,18
"Diabetes, Type 2",Kombiglyze XR,5.11,9
Systemic Lupus Erythematosus,Imuran,5.11,9
Polycystic Ovary Syndrome,Ethinyl estradiol / levonorgestrel,5.11,18
Birth Control,Minastrin 24 Fe,5.11,156
Pneumonia,Levofloxacin,5.1,67
min / saxagliptin),Metformin / saxagliptin,5.1,10
Pneumonia,Doxycycline,5.1,21
"Onychomycosis, Toenail",Tavaborole,5.09,11
High Blood Pressure,Irbesartan,5.09,33
Birth Control,Previfem,5.09,11
Psoriatic Arthritis,Apremilast,5.08,50
Overactive Bladde,Toviaz,5.08,25
Bacterial Infection,Levofloxacin,5.08,25
Birth Control,Viorele,5.08,26
Bronchitis,Biaxin,5.08,13
Cough,Benzonatate,5.06,203
Migraine Prevention,Depakote,5.05,20
Birth Control,Tarina Fe 1 / 20,5.05,21
"Diabetes, Type 2",Farxiga,5.03,40
High Cholesterol,Atorvastatin,5.01,76
1</span> users found this comment helpful.,Aviane,5.0,4
Acne,Tri-Linyah,5.0,4
Heart Attack,Warfarin,5.0,3
Thrombocythemia,Hydroxyurea,5.0,3
Chronic Myofascial Pain,Cyclobenzaprine,5.0,6
Bladder Infection,Ciprofloxacin,5.0,62
Acute Coronary Syndrome,Ticagrelor,5.0,16
Nasal Polyps,Nasonex,5.0,3
Alzheimer's Disease,Namenda,5.0,7
Ulcerative Colitis,Sulfasalazine,5.0,8
GERD,Famotidine,5.0,5
High Blood Pressure,Atacand,5.0,4
Birth Control,Errin,5.0,23
Hereditary Angioedema,Icatibant,5.0,3
Hereditary Angioedema,Firazyr,5.0,3
Birth Control,Ethinyl estradiol / folic acid / levonorgestrel,5.0,3
Mania,Haloperidol,5.0,3
Birth Control,Levlen,5.0,8
Psoriatic Arthritis,Sulfasalazine,5.0,9
Parkinson's Disease,Trihexyphenidyl,5.0,3
Not Listed / Othe,Topiramate,5.0,4
"Diabetes, Type 2",Metformin / sitagliptin,5.0,5
"Diabetes, Type 2",Avandia,5.0,4
Schizophrenia,Risperdal,5.0,20
Prevention of Atherothrombotic Events,Ticagrelor,5.0,3
Prevention of Cardiovascular Disease,Lipitor,5.0,3
Not Listed / Othe,Dexamethasone,5.0,4
Bronchitis,Omnicef,5.0,5
Osteoporosis,Calcitonin,5.0,3
Stomach Ulce,Omeprazole,5.0,6
Skin or Soft Tissue Infection,Levaquin,5.0,4
Birth Control,Loestrin 21 1 / 20,5.0,11
High Cholesterol,Ezetimibe,5.0,29
High Blood Pressure,Lotensin,5.0,3
Migraine,Amrix,5.0,3
Otitis Media,Bactrim,5.0,3
Hyperphosphatemia of Renal Failure,Sevelamer,5.0,7
Bronchitis,Cefuroxime,5.0,4
Autism,Geodon,5.0,4
Hot Flashes,Citalopram,5.0,4
"Breast Cancer, Metastatic",Xeloda,5.0,6
Mild Cognitive Impairment,Donepezil,5.0,4
Pain,Darvocet A500,5.0,3
"Hypogonadism, Male",Aveed,5.0,3
1</span> users found this comment helpful.,Tri-Sprintec,5.0,5
3</span> users found this comment helpful.,Yasmin,5.0,3
2</span> users found this comment helpful.,Levora,5.0,3
1</span> users found this comment helpful.,Microgestin Fe 1 / 20,5.0,4
3</span> users found this comment helpful.,Loestrin 24 Fe,5.0,3
Birth Control,Tri-Previfem,4.97,86
High Blood Pressure,Avapro,4.96,23
Psoriatic Arthritis,Otezla,4.95,39
Pain,Acetaminophen / codeine,4.95,94
Breast Cance,Exemestane,4.94,32
Insomnia,Rozerem,4.93,43
Sinusitis,Bactrim DS,4.93,14
Otitis Media,Augmentin,4.92,13
Constipation,Correctol,4.92,13
Depression,Levomilnacipran,4.92,50
Birth Control,Falmina,4.92,24
Schizophrenia,Invega,4.92,24
Muscle Spasm,Robaxin-750,4.91,22
Androgenetic Alopecia,Propecia,4.9,10
Abnormal Uterine Bleeding,Nora-Be,4.9,10
Urinary Tract Infection,Sulfamethoxazole / trimethoprim,4.89,236
Heart Failure,Entresto,4.89,9
Dietary Supplementation,Omega-3 polyunsaturated fatty acids,4.89,9
Birth Control,Gildess Fe 1.5 / 30,4.89,18
Oral Thrush,Clotrimazole,4.89,9
Constipation,Senokot,4.88,17
High Blood Pressure,Amlodipine,4.88,153
Upper Respiratory Tract Infection,Sulfamethoxazole / trimethoprim,4.88,8
Malaria Prevention,Mefloquine,4.88,8
"Diabetes, Type 2",Actos,4.86,22
Urinary Tract Infection,Bactrim,4.86,80
Chronic Lymphocytic Leukemia,Imbruvica,4.86,7
Breast Cance,Afinitor,4.86,7
Bowel Preparation,Dulcolax,4.85,26
"Diabetes, Type 1",Insulin glargine,4.85,13
Abnormal Uterine Bleeding,Tri-Sprintec,4.84,25
Birth Control,Nortrel 1 / 35,4.83,12
Birth Control,Vienva,4.83,12
High Blood Pressure,Inderal,4.83,6
Light Sedation,Versed,4.83,12
Prostatitis,Levaquin,4.83,6
Surgical Prophylaxis,Clindamycin,4.83,12
High Cholesterol,Trilipix,4.83,6
Parkinson's Disease,Pramipexole,4.83,6
Postmenopausal Symptoms,Climara Pro,4.83,12
1</span> users found this comment helpful.,Gianvi,4.83,6
Migraine,Metoclopramide,4.83,59
"Constipation, Drug Induced",Naloxegol,4.82,83
Urinary Tract Infection,Nitrofurantoin,4.82,318
Keratoconjunctivitis Sicca,Cyclosporine,4.81,26
Not Listed / Othe,Ethinyl estradiol / norethindrone,4.8,5
Psoriatic Arthritis,Certolizumab,4.8,5
Insomnia,Simply Sleep,4.8,5
Urinary Tract Infection,Amoxicillin / clavulanate,4.8,15
Paranoid Disorde,Zyprexa,4.8,5
"COPD, Maintenance",Roflumilast,4.8,10
Kidney Infections,Ciprofloxacin,4.79,34
Birth Control,Lessina,4.78,9
Nasal Congestion,Sodium chloride,4.78,9
Osteoporosis,Ibandronate,4.76,21
Insomnia,Ramelteon,4.76,41
Urinary Tract Infection,Macrobid,4.76,147
"Deep Vein Thrombosis, Recurrent Event",Rivaroxaban,4.75,4
Hyperphosphatemia of Renal Failure,Renvela,4.75,4
Keratosis,Diclofenac,4.75,4
Depression,Aplenzin,4.75,4
Endometriosis,Seasonique,4.75,24
Mania,Chlorpromazine,4.75,4
"Conjunctivitis, Bacterial",Azithromycin,4.75,4
Abnormal Uterine Bleeding,Ortho Tri-Cyclen Lo,4.75,4
Heart Failure,Sacubitril / valsartan,4.75,12
Parkinson's Disease,Comtan,4.75,4
Opioid-Induced Constipation,Naloxegol,4.73,15
ADHD,Mydayis,4.73,11
High Cholesterol,Simvastatin,4.72,60
Periodic Limb Movement Disorde,Requip,4.71,7
Pelvic Inflammatory Disease,Metronidazole,4.71,7
Bronchitis,Clarithromycin,4.71,62
Bladder Infection,Macrobid,4.7,79
Chronic Pain,Morphine / naltrexone,4.7,23
Light Anesthesia,Midazolam,4.69,13
Birth Control,Taytulla,4.69,48
"Onychomycosis, Toenail",Kerydin,4.69,16
High Cholesterol,Pravastatin,4.68,22
Bronchitis,Levaquin,4.68,37
Seizures,Perampanel,4.67,3
2</span> users found this comment helpful.,Jolessa,4.67,3
Otitis Media,Zithromax,4.67,3
Nasal Congestion,Claritin-D 24 Hour,4.67,3
Irritable Bowel Syndrome,Metamucil,4.67,3
Birth Control,Alyacen 1 / 35,4.67,6
Psoriatic Arthritis,Cimzia,4.67,3
Cold Symptoms,Acetaminophen / chlorpheniramine / phenylephrine,4.67,6
COPD,Incruse Ellipta,4.67,3
Abnormal Uterine Bleeding,Provera,4.67,36
Allergic Rhinitis,Claritin-D,4.67,6
Autism,Ziprasidone,4.67,6
Breast Cance,Taxotere,4.67,3
Menstrual Disorders,Microgestin 1 / 20,4.67,3
Bowel Preparation,NuLYTELY,4.67,3
Pulmonary Hypertension,Uptravi,4.67,3
Postmenopausal Symptoms,Paxil,4.67,3
6</span> users found this comment helpful.,Lo Loestrin Fe,4.67,3
High Blood Pressure,Norvasc,4.66,38
High Blood Pressure,Candesartan,4.64,14
Endometriosis,Lupron,4.64,14
Prostatitis,Sulfamethoxazole / trimethoprim,4.64,11
Kidney Infections,Cipro,4.64,11
4</span> users found this comment helpful.,Loestrin 24 Fe,4.62,8
Birth Control,Tri-Linyah,4.62,8
Computed Tomography,Barium sulfate,4.62,8
Depression,Fetzima,4.62,37
Birth Control,Camila,4.62,26
Bladder Infection,Cipro,4.61,18
Atrophic Urethritis,Estrace Vaginal Cream,4.6,5
Birth Control,Cyclessa,4.6,5
Urinary Tract Infection,Augmentin,4.6,5
"Diabetes, Type 2",Rosiglitazone,4.6,5
Pneumonia,Levaquin,4.6,35
Supraventricular Tachycardia,Bisoprolol,4.6,5
Arrhythmia,Verapamil,4.6,5
Abnormal Uterine Bleeding,Microgestin Fe 1 / 20,4.6,5
Strep Throat,Clarithromycin,4.59,27
Birth Control,Gildess Fe 1 / 20,4.59,153
Birth Control,TriNessa Lo,4.57,7
Bacterial Infection,Augmentin,4.57,28
Allergies,Xyzal,4.57,65
Bladder Infection,Nitrofurantoin,4.56,146
Atrial Fibrillation,Carvedilol,4.56,9
Bacterial Skin Infection,Bactrim DS,4.56,18
Allergic Rhinitis,Methylprednisolone,4.55,11
Postmenopausal Symptoms,Estradiol / levonorgestrel,4.54,13
Birth Control,Tri-Lo-Sprintec,4.51,43
Cough and Nasal Congestion,Chlorpheniramine / dextromethorphan,4.5,4
Systemic Lupus Erythematosus,Azathioprine,4.5,8
Skin or Soft Tissue Infection,Minocycline,4.5,6
Acne,Gildess Fe 1.5 / 30,4.5,4
Otitis Media,Amoxicillin / clavulanate,4.5,14
"Diabetes, Type 2",Novolog,4.5,4
Rheumatoid Arthritis,Nabumetone,4.5,8
High Blood Pressure,Dyazide,4.5,4
High Cholesterol,Lovastatin,4.5,8
Crohn's Disease,Imuran,4.5,4
Crohn's Disease,Azathioprine,4.5,4
"Diabetes, Type 2",Dapagliflozin,4.48,50
Vaginal Yeast Infection,Tioconazole,4.48,706
Abnormal Uterine Bleeding,Ethinyl estradiol / norgestimate,4.46,148
Otitis Externa,Ciprofloxacin / dexamethasone,4.44,9
Anxiety,Oxcarbazepine,4.44,9
Nausea/Vomiting,Prochlorperazine,4.42,52
Atrophic Urethritis,Estradiol,4.42,12
Urinary Incontinence,Darifenacin,4.4,5
Sinusitis,Sulfamethoxazole / trimethoprim,4.4,25
1</span> users found this comment helpful.,TriNessa,4.4,5
"Glaucoma, Open Angle",Dorzolamide / timolol,4.4,5
High Blood Pressure,Chlorthalidone,4.4,5
Abnormal Uterine Bleeding,Ethinyl estradiol / levonorgestrel,4.39,108
"Diabetes, Type 1",Tresiba,4.38,13
"Diabetes, Type 2",Tradjenta,4.38,21
Neuropathic Pain,Lidocaine,4.38,8
Abnormal Uterine Bleeding,LoSeasonique,4.36,11
Bladder Infection,Levofloxacin,4.33,9
"Glaucoma, Open Angle",Brimonidine,4.33,3
Lactose Intolerance,Lactase,4.33,12
Birth Control,Balziva,4.33,3
Abnormal Uterine Bleeding,Cryselle,4.33,9
Endometriosis,Errin,4.33,3
Multiple Sclerosis,Glatopa,4.33,3
"Diabetes, Type 2",Basaglar,4.33,3
High Blood Pressure,Prazosin,4.33,6
Otitis Media,Cefdinir,4.33,30
Skin and Structure Infection,Clarithromycin,4.33,3
High Cholesterol,Simcor,4.33,3
Bacterial Infection,Amoxicillin / clavulanate,4.33,51
Arrhythmia,Propranolol,4.33,3
"Diabetes, Type 2",Pioglitazone,4.33,24
Ovarian Cysts,Aviane,4.33,9
Reflex Sympathetic Dystrophy Syndrome,Amitriptyline,4.33,3
Ophthalmic Surgery,Vigamox,4.33,3
Sinus Symptoms,Nasonex,4.33,3
Osteoarthritis,Salonpas Pain Patch,4.33,3
"Ulcerative Colitis, Active",Balsalazide,4.33,3
"Diabetes, Type 2",Linagliptin,4.33,18
Atrial Fibrillation,Cardizem CD,4.33,3
Ovarian Cance,Bevacizumab,4.33,3
Tinea Corporis,Griseofulvin,4.33,3
Postherpetic Neuralgia,Lidoderm,4.33,3
Abnormal Uterine Bleeding,Lutera,4.33,3
Birth Control,Gildess 1 / 20,4.33,3
High Blood Pressure,Aldactone,4.33,3
Borderline Personality Disorde,Buspirone,4.33,3
"Conjunctivitis, Bacterial",Polymyxin b / trimethoprim,4.33,3
Underactive Thyroid,NP Thyroid,4.33,3
Epilepsy,Lyrica,4.33,3
Bacterial Infection,Cefuroxime,4.33,3
Actinic Keratosis,Efudex,4.33,3
Autism,Risperdal,4.31,13
Bronchitis,Cefdinir,4.3,23
Kidney Infections,Sulfamethoxazole / trimethoprim,4.29,17
"Asthma, Maintenance",Dulera,4.29,7
Acne,Microgestin Fe 1 / 20,4.29,14
"Constipation, Drug Induced",Movantik,4.25,84
"COPD, Maintenance",Combivent Respimat,4.25,8
Sciatica,Nabumetone,4.25,4
Abnormal Uterine Bleeding,Levora,4.25,4
Bacterial Infection,Bactrim,4.25,16
Influenza Prophylaxis,Oseltamivir,4.25,4
Menstrual Disorders,Junel Fe 1 / 20,4.25,12
Opioid-Induced Constipation,Lubiprostone,4.25,4
Migraine,Reglan,4.24,38
Nasal Congestion,Afrin,4.22,27
Tinea Corporis,Terbinafine,4.2,5
Birth Control,Nikki,4.2,5
Emergency Contraception,EContra EZ,4.2,5
Pulmonary Hypertension,Selexipag,4.2,5
Ventricular Fibrillation,Amiodarone,4.2,5
Abnormal Uterine Bleeding,Estarylla,4.18,11
Bacterial Infection,Bactrim DS,4.18,11
Pain,Hysingla ER,4.18,34
Muscle Pain,Salonpas Pain Patch,4.17,6
Pneumococcal Disease Prophylaxis,Pneumococcal 13-valent vaccine,4.17,12
Inflammatory Conditions,Prednisolone,4.17,6
Abnormal Uterine Bleeding,Alesse,4.14,7
Polycystic Ovary Syndrome,Microgestin Fe 1 / 20,4.14,7
Birth Control,Ashlyna,4.13,15
Allergic Rhinitis,Loratadine / pseudoephedrine,4.12,8
Birth Control,Lo / Ovral,4.12,8
"Diabetes, Type 2",Albiglutide,4.11,9
High Cholesterol,Fenofibric acid,4.11,9
Acne,Gildess Fe 1 / 20,4.11,9
Alzheimer's Disease,Memantine,4.09,11
Crohn's Disease,Vedolizumab,4.09,11
Overactive Bladde,Ditropan,4.09,11
Abnormal Uterine Bleeding,Norethindrone,4.06,62
Osteoporosis,Risedronate,4.06,16
Nausea/Vomiting,Reglan,4.03,29
Sinusitis,Cipro,4.0,3
Depression,Pamelor,4.0,3
0</span> users found this comment helpful.,Seasonique,4.0,3
ibromyalgia,Effexor,4.0,4
Depression,Oleptro,4.0,3
Birth Control,Mircette,4.0,5
Bronchitis,Gemifloxacin,4.0,3
Migraine Prevention,Candesartan,4.0,3
Pneumonia,Cefuroxime,4.0,3
Endometriosis,Levora,4.0,4
Endometriosis,Etonogestrel,4.0,7
Migraine,Venlafaxine,4.0,4
Renal Cell Carcinoma,Nivolumab,4.0,3
Upper Respiratory Tract Infection,Keflex,4.0,3
Parkinson's Disease,Stalevo,4.0,3
Bronchospasm Prophylaxis,Albuterol,4.0,4
Urinary Incontinence,Enablex,4.0,4
Nausea/Vomiting,Transderm-Scop,4.0,8
Chronic Pain,Roxicet,4.0,4
Tonsillitis/Pharyngitis,Chloraseptic Sore Throat Spray,4.0,3
Erectile Dysfunction,Yohimbine,4.0,3
Bladder Infection,Levaquin,4.0,4
Conjunctivitis,Loteprednol,4.0,3
Ulcerative Colitis,Vedolizumab,4.0,6
Eye Redness,Systane,4.0,3
Bacterial Infection,Sulfamethoxazole / trimethoprim,3.97,32
Prostatitis,Ciprofloxacin,3.96,28
Sinusitis,Cefdinir,3.95,62
Abnormal Uterine Bleeding,Sprintec,3.94,36
Prostatitis,Cipro,3.92,13
Acne,Ethinyl estradiol / norethindrone,3.91,129
Abnormal Uterine Bleeding,Seasonique,3.89,38
High Blood Pressure,Coreg,3.89,9
Eye Redness/Itching,Tetrahydrozoline / zinc sulfate,3.88,8
Menstrual Disorders,Loryna,3.88,8
Anesthesia,Ketamine,3.86,7
Bowel Preparation,MiraLax,3.83,6
High Blood Pressure,Carvedilol,3.82,28
"Asthma, acute",Albuterol,3.81,43
Vaginal Yeast Infection,Monistat 7-Day Combination Pack,3.79,72
Sinusitis,Bactrim,3.78,9
Rosacea,Mirvaso,3.78,63
Nausea/Vomiting,Metoclopramide,3.78,45
Cough,Dextromethorphan,3.77,122
Insomnia,Suvorexant,3.76,201
Eye Redness/Itching,Visine Totality Multi-Symptom Relief,3.75,8
Pancreatic Exocrine Dysfunction,Creon,3.75,4
Skin or Soft Tissue Infection,Clarithromycin,3.75,12
Chronic Fatigue Syndrome,Duloxetine,3.75,4
Bronchiectasis,Albuterol,3.71,7
Insomnia,Belsomra,3.71,189
Nausea/Vomiting,Haloperidol,3.71,7
Vaginal Yeast Infection,Monistat 3-Day Combination Pack,3.7,98
Light Anesthesia,Versed,3.7,10
Rosacea,Brimonidine,3.69,70
Prostatitis,Levofloxacin,3.67,9
Abnormal Uterine Bleeding,Jolessa,3.67,3
Not Listed / Othe,Methylprednisolone,3.67,3
Hypoactive Sexual Desire Disorde,Addyi,3.67,3
Bowel Preparation,Dulcolax Laxative,3.67,3
Abnormal Uterine Bleeding,Aygestin,3.67,3
Nasal Congestion,Afrin Original,3.67,3
Benzodiazepine Withdrawal,Clonidine,3.67,3
Hyperlipoproteinemia,TriCor,3.67,3
Acute Coronary Syndrome,Brilinta,3.67,12
Anxiety,Compazine,3.67,3
Juvenile Rheumatoid Arthritis,Naproxen,3.67,3
Abnormal Uterine Bleeding,Premarin,3.67,3
Psychosis,Trilafon,3.67,3
Influenza Prophylaxis,FluMist,3.62,8
Parkinson's Disease,Rytary,3.62,8
Osteoporosis,Prolia,3.62,52
Osteoporosis,Denosumab,3.6,53
Hypertriglyceridemia,Trilipix,3.6,5
0</span> users found this comment helpful.,Tri-Sprintec,3.6,10
Opioid-Induced Constipation,Amitiza,3.6,5
Chronic Pain,Belbuca,3.6,35
"Diabetes, Type 2",Colesevelam,3.6,5
"Crohn's Disease, Maintenance",Mercaptopurine,3.6,5
Allergic Rhinitis,Claritin,3.57,14
Sinusitis,Cefprozil,3.57,7
Dental Abscess,Erythromycin,3.5,4
Psoriatic Arthritis,Secukinumab,3.5,6
Abnormal Uterine Bleeding,Gildess Fe 1 / 20,3.5,6
Abnormal Uterine Bleeding,Ethinyl estradiol / etonogestrel,3.5,4
Premenstrual Syndrome,Ethinyl estradiol / levonorgestrel,3.5,8
"Diabetes, Type 2",Welchol,3.5,4
Cough,Delsym,3.49,80
Birth Control,Blisovi Fe 1 / 20,3.47,49
Strep Throat,Cefdinir,3.45,11
Birth Control,Estarylla,3.44,63
Nausea/Vomiting,Compazine,3.44,39
"Asthma, acute",ProAir HFA,3.4,5
Endometriosis,Ortho Tri-Cyclen Lo,3.4,5
Breast Cance,Docetaxel,3.4,5
Pneumococcal Disease Prophylaxis,Prevnar 13,3.36,11
Abnormal Uterine Bleeding,Tri-Previfem,3.36,11
High Blood Pressure,Hydralazine,3.36,11
Osteoporosis,Fosamax,3.36,11
Rheumatoid Arthritis,Azathioprine,3.33,3
Undifferentiated Connective Tissue Disease,Plaquenil,3.33,6
Rheumatoid Arthritis,Sulfazine,3.33,3
"Conjunctivitis, Bacterial",Azasite,3.33,3
Colorectal Cance,Panitumumab,3.33,3
Influenza Prophylaxis,"Influenza virus vaccine, live, trivalent",3.33,9
Parkinson's Disease,Artane,3.33,3
Birth Control,Larin Fe 1 / 20,3.33,3
Abnormal Uterine Bleeding,Medroxyprogesterone,3.29,382
Upper Respiratory Tract Infection,Bactrim DS,3.25,4
Crohn's Disease,Entyvio,3.25,8
Overactive Bladde,Flomax,3.25,8
Birth Control,Nortrel 7 / 7 / 7,3.25,4
Prevention of Cardiovascular Disease,Atorvastatin,3.25,4
"Herpes Zoster, Prophylaxis",Zoster vaccine live,3.25,4
Headache,Trazodone,3.25,4
Angina,Isosorbide mononitrate,3.25,8
Rosacea,Rhofade,3.22,9
Acne,Loestrin 24 Fe,3.21,58
Angina Pectoris Prophylaxis,Imdur,3.2,5
Atrial Flutte,Diltiazem,3.17,6
Abnormal Uterine Bleeding,Depo-Provera,3.15,343
Birth Control,Blisovi 24 Fe,3.11,89
Osteoporosis,Alendronate,3.06,16
Vaginal Yeast Infection,Monistat 7,3.03,62
Vaginal Yeast Infection,Miconazole,3.02,997
Bladder Infection,Trimethoprim,3.0,3
Obsessive Compulsive Disorde,Vilazodone,3.0,3
Inflammatory Conditions,Decadron,3.0,7
Neuralgia,Lioresal,3.0,3
"Diabetes, Type 2",Humalog KwikPen,3.0,3
Psoriatic Arthritis,Cosentyx,3.0,8
Abnormal Uterine Bleeding,Quasense,3.0,7
Anesthesia,Lidocaine,3.0,5
Otitis Media,Hydrocortisone / neomycin / polymyxin b,3.0,4
Body Dysmorphic Disorde,Ziprasidone,3.0,3
Osteoporosis,Actonel,2.9,10
Postmenopausal Symptoms,Estradiol Patch,2.8,5
Acne,Microgestin Fe 1.5 / 30,2.8,5
Prostatitis,Bactrim,2.8,5
Labor Induction,Cervidil,2.75,4
Otitis Media,Levofloxacin,2.75,4
Pain,Tylenol with Codeine #4,2.75,4
zen Shoulde,Naproxen,2.67,3
Nausea/Vomiting,Haldol,2.67,6
Parkinson's Disease,Requip,2.67,3
Amebiasis,Metronidazole,2.67,3
Skin and Structure Infection,Cefdinir,2.67,3
Mania,Haldol,2.67,3
Prevention of Osteoporosis,Alendronate,2.67,6
Sore Throat,Phenol,2.67,3
Birth Control,Necon 1 / 50,2.67,3
Dementia,Haloperidol,2.67,3
Urinary Tract Infection,Trimethoprim,2.6,5
Non-Small Cell Lung Cance,Opdivo,2.6,10
Abnormal Uterine Bleeding,Lyza,2.6,5
Skin or Soft Tissue Infection,Levofloxacin,2.57,7
Dry Eye Disease,Ocular lubricant,2.55,11
Periodic Limb Movement Disorde,Ropinirole,2.5,6
Rosacea,Oxymetazoline,2.38,8
Anesthesia,Succinylcholine,2.38,8
Nausea/Vomiting,Cyclizine,2.33,3
Constipation,Lubiprostone,2.33,3
Pain,Aspirin / oxycodone,2.33,3
Postherpetic Neuralgia,Lidocaine,2.33,3
Crohn's Disease,Apriso,2.33,3
Atrophic Vaginitis,Yuvafem,2.32,19
Abnormal Uterine Bleeding,Jolivette,2.25,4
Influenza Prophylaxis,Tamiflu,2.25,4
Sore Throat,Chloraseptic Sore Throat Spray,2.25,4
Paranoid Disorde,Risperidone,2.2,5
Urinary Tract Infection,SMZ-TMP DS,2.14,7
COPD,Umeclidinium,2.0,3
Postoperative Ocular Inflammation,Prednisolone,2.0,3
Endometriosis,Camila,2.0,3
Allergic Rhinitis,Allegra Allergy,1.8,5
Dermatological Disorders,Hydroquinone,1.75,4
"Diabetes, Type 1",Toujeo,1.75,4
Tinea Cruris,Lamisil AT,1.67,3
Ankylosing Spondylitis,Secukinumab,1.6,5
Ankylosing Spondylitis,Cosentyx,1.6,5
Vaginal Yeast Infection,Monistat 1-Day or Night Combination Pack,1.42,12
"Asthma, acute",ProAir RespiClick,1.27,22
Constipation,Amitiza,1.25,4
Cough and Nasal Congestion,Brompheniramine / dextromethorphan / phenylephrine,1.25,4
Abnormal Uterine Bleeding,Tri-Lo-Sprintec,1.14,7
Prostate Cance,Xtandi,1.0,3
Prostate Cance,Enzalutamide,1.0,3
Non-Small Cell Lung Cance,Pembrolizumab,1.0,3
Birth Control,Enskyce,1.0,3
Birth Control,Mibelas 24 Fe,1.0,4
Dry Eye Disease,Systane,1.0,5
Bronchiectasis,ProAir RespiClick,1.0,3
Diabetic Peripheral Neuropathy,Capsaicin,1.0,3
Dry Eye Disease,Systane Ultra,1.0,3
